"TF","Target","pred_prob"
"JUNB","AP2M1",4.1381503e-05
"ETS2","CNDP2",4.133603e-05
"JUNB","GADD45B",4.1328498e-05
"JUNB","IDH3G",4.1312975e-05
"IRF2","DYNLT1B",4.1268402e-05
"JUNB","ITGB2",4.113701e-05
"ETS2","BCL2A1B",4.1097093e-05
"HIF1A","TMEM219",4.095398e-05
"IRF2","KLF4",4.0936447e-05
"JUNB","TREX1",4.092306e-05
"JUNB","ZBTB8OS",4.0920793e-05
"JUNB","JMJD1C",4.0823666e-05
"EGR2","NCF4",4.0794203e-05
"ETS2","CD48",4.0770166e-05
"JUNB","ACTB",4.0655166e-05
"EGR2","GUSB",4.063172e-05
"RUNX1","SNX3",4.0594772e-05
"HIF1A","RAB7",4.059067e-05
"JUNB","MMP12",4.0556115e-05
"IRF2","GSTM1",4.0448584e-05
"JUNB","SLC7A11",4.039142e-05
"IRF2","ATF3",4.0372783e-05
"ETS2","MMP12",4.0310228e-05
"EGR2","FAM162A",4.0223294e-05
"NFKB1","ATP6V0B",4.013999e-05
"HIF1A","ARHGDIB",4.0112092e-05
"JUNB","BACH1",4.0008297e-05
"JUNB","ATP5K",3.999986e-05
"JUNB","HHEX",3.9877566e-05
"JUNB","NPTN",3.9863004e-05
"RUNX1","ITM2B",3.9853272e-05
"EGR2","SDHD",3.9808336e-05
"RUNX1","NFIL3",3.97971e-05
"RUNX1","TOMM22",3.978697e-05
"IRF2","PSMD8",3.9785795e-05
"RUNX1","ARL6IP1",3.9752e-05
"RUNX1","BIN1",3.9745068e-05
"ETS2","NAP1L4",3.968863e-05
"EGR2","NCF1",3.966003e-05
"RUNX1","PNP",3.9649705e-05
"NFKB1","CCDC12",3.9606886e-05
"ETS2","NDUFS5",3.954465e-05
"ETS2","DPEP2",3.954416e-05
"JUNB","RAC2",3.9542392e-05
"ETS2","ATP6V0C",3.9305007e-05
"ETS2","BCL2A1D",3.9187864e-05
"JUNB","ING1",3.9136026e-05
"HIF1A","BCL2A1D",3.9098613e-05
"ETS2","TPD52",3.904723e-05
"RUNX1","MTHFS",3.884485e-05
"HIF1A","CD53",3.882837e-05
"JUNB","RPS12",3.8802016e-05
"HIF1A","H2-T23",3.8791582e-05
"JUNB","TCF7L2",3.8783368e-05
"JUNB","TMED3",3.8768394e-05
"IRF2","TCF7L2",3.8673603e-05
"IRF2","DPY30",3.8671686e-05
"ETS2","COMMD1",3.867095e-05
"SUMO1","PDIA3",3.8612394e-05
"JUNB","ATOX1",3.847665e-05
"IRF2","USF2",3.8389568e-05
"JUNB","ARHGDIB",3.8333194e-05
"HIF1A","SLC15A3",3.8317183e-05
"JUNB","AI413582",3.8206003e-05
"IRF2","FOS",3.8189977e-05
"RUNX1","MS4A6D",3.8187867e-05
"HIF1A","MGST1",3.8185717e-05
"RUNX1","LMO4",3.818397e-05
"HIF1A","VAMP8",3.817392e-05
"HIF1A","TRF",3.8147136e-05
"ETS2","SLC39A1",3.8143244e-05
"JUNB","CLEC7A",3.809958e-05
"EGR2","CD74",3.8091446e-05
"EGR2","CD68",3.8049293e-05
"ETS2","ATP5O",3.8014114e-05
"SUMO1","CLEC7A",3.7906993e-05
"RUNX1","ATPIF1",3.7864433e-05
"JUNB","EIF1",3.7836067e-05
"JUNB","TRAM1",3.777146e-05
"HIF1A","IFITM2",3.7771137e-05
"ETS2","CTSS",3.77423e-05
"SUMO1","LYZ1",3.7699276e-05
"JUNB","MYEF2",3.7570604e-05
"IRF2","ZYX",3.7556136e-05
"JUNB","NFE2L2",3.7548292e-05
"IRF2","PSMC5",3.7518155e-05
"HIF1A","PLD3",3.7468457e-05
"JUNB","REL",3.7464953e-05
"JUNB","TAF7",3.7433423e-05
"IRF2","POLR2H",3.7396207e-05
"RUNX1","TBPL1",3.7387577e-05
"JUNB","DNMT3A",3.733773e-05
"HIF1A","CD68",3.7292608e-05
"IRF2","RAN",3.726758e-05
"JUNB","PRELID1",3.7240046e-05
"NFKB1","VDAC2",3.717515e-05
"IRF2","DEK",3.7095328e-05
"EGR2","ITGAX",3.691482e-05
"ETS2","CSF2RB",3.6903206e-05
"EGR2","MGST1",3.690194e-05
"EGR2","TOMM5",3.6730988e-05
"ETS2","FCER1G",3.6695557e-05
"NFKB1","GLRX",3.6637935e-05
"JUNB","RBM39",3.6597914e-05
"JUNB","RAP1B",3.6551526e-05
"RUNX1","TMEM219",3.6547935e-05
"EGR2","CLEC7A",3.651066e-05
"JUNB","SRI",3.6505717e-05
"RUNX1","SGK1",3.647711e-05
"JUNB","SRSF3",3.646146e-05
"IRF2","GPX4",3.6375295e-05
"RUNX1","RHOA",3.6342495e-05
"ETS2","SRRM1",3.6329846e-05
"IRF2","SIRT2",3.626429e-05
"ETS2","CANX",3.617376e-05
"HIF1A","CTSL",3.6100973e-05
"IRF2","COX7A2L",3.6098325e-05
"RUNX1","CISH",3.6088753e-05
"RUNX1","CNOT8",3.607523e-05
"RUNX1","CHCHD2",3.6068213e-05
"ETS2","TNFRSF1B",3.604504e-05
"EGR2","MRPL30",3.6017445e-05
"RUNX1","GABARAPL2",3.6005564e-05
"RUNX1","SLAMF9",3.592123e-05
"JUNB","NDUFS7",3.590178e-05
"ETS2","MRPL54",3.585494e-05
"RUNX1","ITGB2",3.5784946e-05
"IRF2","VTA1",3.577942e-05
"ETS2","UQCRQ",3.5769765e-05
"HIF1A","CYTIP",3.5713016e-05
"ETS2","CD68",3.5630183e-05
"JUNB","CD36",3.5531404e-05
"RUNX1","AA467197",3.542355e-05
"ETS2","HERPUD1",3.5405308e-05
"RUNX1","PGK1",3.539829e-05
"ETS2","SQSTM1",3.5393125e-05
"JUNB","GPX1",3.5342193e-05
"ETS2","POLR2G",3.5295106e-05
"JUNB","PLK2",3.527714e-05
"IRF2","SH3BGRL3",3.5228895e-05
"ETS2","CD302",3.512862e-05
"ETS2","DPF2",3.5120684e-05
"JUNB","HMGN2",3.5091958e-05
"IRF2","PBRM1",3.5074492e-05
"ETS2","TMBIM6",3.5015004e-05
"RUNX1","IL7R",3.4899593e-05
"IRF2","IER3",3.489826e-05
"ETS2","NAMPT",3.4869787e-05
"ETS2","PMP22",3.4812274e-05
"RUNX1","PSMB9",3.478851e-05
"ETS2","GABARAPL2",3.475061e-05
"IRF2","HBP1",3.4727353e-05
"ETS2","MEA1",3.4627716e-05
"EGR2","IRF1",3.4555338e-05
"EGR2","CTSL",3.4553792e-05
"IRF2","BCL2A1C",3.4497687e-05
"EGR2","CXCL16",3.448101e-05
"JUNB","ERP29",3.438503e-05
"ETS2","STAT1",3.4303866e-05
"ETS2","MS4A6D",3.4281205e-05
"EGR2","CLEC4A2",3.426104e-05
"IRF2","FXR1",3.4243305e-05
"EGR2","PLD3",3.424141e-05
"RUNX1","HIST1H2BC",3.4127865e-05
"JUNB","FOS",3.407736e-05
"JUNB","CTSA",3.4075765e-05
"RUNX1","UQCRQ",3.404296e-05
"EGR2","CTSC",3.4040233e-05
"HIF1A","PTP4A2",3.396536e-05
"IRF2","GPX1",3.396523e-05
"JUNB","CD14",3.394522e-05
"SUMO1","ITGAX",3.387243e-05
"IRF2","SERTAD2",3.3820947e-05
"ETS2","ATP6AP2",3.381553e-05
"SUMO1","MRPL42",3.3654513e-05
"ETS2","NDUFB7",3.3625223e-05
"RUNX1","PCBD2",3.3555425e-05
"RUNX1","AP2M1",3.3540484e-05
"IRF2","NSMCE2",3.350228e-05
"RUNX1","KLK1B11",3.3421675e-05
"EGR2","CST3",3.3373293e-05
"SUMO1","LAT2",3.3358625e-05
"IRF2","THRAP3",3.3354016e-05
"RUNX1","PSMB10",3.3315104e-05
"IRF2","CFDP1",3.3302622e-05
"ETS2","HAX1",3.328459e-05
"ETS2","CFLAR",3.32281e-05
"JUNB","PLAUR",3.3222557e-05
"ETS2","NDUFAB1",3.3070766e-05
"JUNB","CDKN1A",3.278905e-05
"JUNB","CLEC4A2",3.2779608e-05
"IRF2","REL",3.2757984e-05
"JUNB","ACOT7",3.2740838e-05
"ETS2","IL1A",3.268481e-05
"JUNB","DPYSL2",3.2636748e-05
"JUNB","SIRPA",3.26309e-05
"EGR2","MDH2",3.2624986e-05
"RUNX1","TNFRSF1B",3.2528522e-05
"ETS2","CYTIP",3.249095e-05
"RUNX1","COX6A1",3.2477346e-05
"RUNX1","PARL",3.2424894e-05
"JUNB","HSP90AB1",3.2391392e-05
"JUNB","SAT1",3.2362215e-05
"ETS2","CAPZB",3.2328808e-05
"JUNB","ATF6",3.2324126e-05
"IRF2","GTF2B",3.2306525e-05
"IRF2","HSP90AB1",3.230203e-05
"ETS2","SNX2",3.226776e-05
"ETS2","ATP1B3",3.226284e-05
"IRF2","SEPT2",3.2259177e-05
"IRF2","SIRT7",3.223768e-05
"IRF2","BZW1",3.2221975e-05
"JUNB","CBFB",3.2158307e-05
"ETS2","SSNA1",3.2122814e-05
"ETS2","FCGR3",3.2072887e-05
"NFKB1","VPS25",3.2067263e-05
"JUNB","TUBB6",3.2053962e-05
"JUNB","ATP6V0B",3.2050415e-05
"ETS2","CREB3",3.201596e-05
"IRF2","PRPF40A",3.1918982e-05
"ETS2","TMEM219",3.191119e-05
"RUNX1","LYZ2",3.1897074e-05
"JUNB","TLR2",3.187907e-05
"JUNB","CHMP5",3.183678e-05
"NFKB1","CD84",3.1791333e-05
"RUNX1","HNRNPF",3.176945e-05
"RUNX1","EEF1A1",3.1684613e-05
"IRF2","GTF2A2",3.1579122e-05
"JUNB","POLR2I",3.157e-05
"HIF1A","YEATS4",3.1569576e-05
"HIF1A","SOD2",3.155543e-05
"JUNB","CD53",3.154544e-05
"RUNX1","PER1",3.1503172e-05
"JUNB","EEF1A1",3.145472e-05
"SUMO1","CD84",3.139688e-05
"ETS2","AKR1B3",3.132355e-05
"ETS2","RNASEK",3.1299693e-05
"ETS2","TMEM50A",3.1298947e-05
"ETS2","COX17",3.121867e-05
"RUNX1","RPS27A",3.1175383e-05
"ETS2","TUBB6",3.117452e-05
"RUNX1","ATP5D",3.1079824e-05
"IRF2","SPAG7",3.0974992e-05
"IRF2","TAGLN2",3.0965097e-05
"JUNB","SSU72",3.091727e-05
"RUNX1","SPP1",3.0854033e-05
"NFKB1","LYZ1",3.074447e-05
"IRF2","EIF3I",3.0707146e-05
"ETS2","SNX10",3.0697043e-05
"HIF1A","TIMM8B",3.0682088e-05
"JUNB","PSAP",3.0654068e-05
"EGR2","CTSS",3.0629846e-05
"RUNX1","DPYSL2",3.0624793e-05
"JUNB","PILRA",3.0615123e-05
"JUNB","TMEM147",3.060094e-05
"JUNB","PSMB7",3.057737e-05
"IRF2","SRSF5",3.0560197e-05
"IRF2","PLK2",3.055079e-05
"IRF2","MYEF2",3.053104e-05
"SUMO1","CLEC4A2",3.052356e-05
"JUNB","CD47",3.0511657e-05
"RUNX1","SMARCB1",3.0497866e-05
"HIF1A","TRIM30A",3.0478124e-05
"IRF2","NR4A1",3.0466123e-05
"EGR2","NRAS",3.0437343e-05
"IRF2","NFIL3",3.0381923e-05
"JUNB","CHD1",3.033239e-05
"EGR2","MTHFS",3.0316487e-05
"JUNB","HSPE1",3.0315763e-05
"JUNB","CD48",3.0221114e-05
"JUNB","GTF2F1",3.0142108e-05
"RUNX1","CD83",3.0119263e-05
"JUNB","SSR4",3.0098905e-05
"RUNX1","CD84",3.0070616e-05
"IRF2","PCNP",3.0047513e-05
"RUNX1","SNX10",3.0045048e-05
"JUNB","HCLS1",3.0016809e-05
"ETS2","LGALS3BP",3.0010113e-05
"JUNB","BZW1",2.9998497e-05
"RUNX1","XBP1",2.9989631e-05
"HIF1A","IFITM3",2.9892319e-05
"IRF2","AIP",2.9882713e-05
"RUNX1","TYROBP",2.9864881e-05
"ETS2","HCLS1",2.9829782e-05
"ETS2","TBPL1",2.9805728e-05
"IRF2","ATP5F1",2.977209e-05
"RUNX1","NDUFS8",2.9757477e-05
"JUNB","GYG",2.9751034e-05
"IRF2","HNRNPF",2.9734669e-05
"IRF2","PCBP2",2.9695702e-05
"IRF2","PSMB7",2.9635217e-05
"ETS2","NDUFC1",2.9590343e-05
"JUNB","UBP1",2.95715e-05
"JUNB","PLEK",2.938876e-05
"RUNX1","TMBIM6",2.938044e-05
"ETS2","LYZ2",2.934899e-05
"RUNX1","SIN3B",2.9280778e-05
"JUNB","TRAPPC2L",2.92491e-05
"ETS2","HHEX",2.9206147e-05
"JUNB","SAR1B",2.9206038e-05
"JUNB","CD164",2.9161452e-05
"JUNB","TMSB4X",2.9160288e-05
"HIF1A","BACH1",2.914558e-05
"IRF2","EGR1",2.9099478e-05
"JUNB","ATP6V1D",2.904871e-05
"IRF2","HIST1H2BC",2.8958513e-05
"RUNX1","HSP90B1",2.873801e-05
"RUNX1","CTSC",2.8658973e-05
"RUNX1","SARNP",2.8645802e-05
"RUNX1","HAX1",2.862707e-05
"JUNB","TCF12",2.8611104e-05
"JUNB","GTF2B",2.8602728e-05
"JUNB","TBCB",2.8594139e-05
"IRF2","CENPB",2.8586637e-05
"IRF2","MATR3",2.856533e-05
"RUNX1","UBE2L6",2.8553863e-05
"IRF2","CBFA2T3",2.8545477e-05
"RUNX1","MAPK14",2.8544986e-05
"ETS2","LAPTM5",2.8526483e-05
"JUNB","LAT2",2.8524717e-05
"RUNX1","PTPRC",2.8510955e-05
"RUNX1","HERPUD1",2.8484807e-05
"JUNB","TUBA1A",2.845836e-05
"RUNX1","MPEG1",2.8444363e-05
"IRF2","IL2RG",2.8396174e-05
"RUNX1","SSU72",2.827479e-05
"JUNB","SARNP",2.826255e-05
"ETS2","BCAP31",2.8258186e-05
"EGR2","TIMM8B",2.8218921e-05
"JUNB","MRPS33",2.8195762e-05
"ETS2","RFX7",2.817818e-05
"JUNB","HIST1H2BC",2.8164102e-05
"IRF2","SSRP1",2.8072342e-05
"RUNX1","SLC15A3",2.8071112e-05
"JUNB","PSMA2",2.7963302e-05
"HIF1A","LY6E",2.7925142e-05
"JUNB","PTPN2",2.7909646e-05
"EGR2","LYZ1",2.7836202e-05
"RUNX1","NDUFA7",2.7825005e-05
"RUNX1","LGALS9",2.7785492e-05
"EGR2","UCP2",2.7771004e-05
"EGR2","LGALS9",2.7768383e-05
"EGR2","ITM2B",2.7677594e-05
"JUNB","GLRX",2.7668224e-05
"JUNB","EDF1",2.7647018e-05
"ETS2","TCIRG1",2.7635606e-05
"JUNB","PDCD5",2.75514e-05
"JUNB","ARID1A",2.7501048e-05
"RUNX1","RBM39",2.7497117e-05
"RUNX1","CD300LF",2.7495546e-05
"JUNB","VDAC2",2.7468628e-05
"ETS2","TRAPPC1",2.7434933e-05
"RUNX1","PRDX1",2.7398617e-05
"ETS2","H2-T23",2.7390337e-05
"JUNB","FOXN2",2.7366137e-05
"ETS2","NDUFB10",2.7363343e-05
"ETS2","LY6E",2.7341457e-05
"JUNB","PGAP2",2.7329414e-05
"HIF1A","P2RY14",2.7326572e-05
"IRF2","POLR2I",2.7252609e-05
"JUNB","DPY30",2.7144397e-05
"RUNX1","CCDC12",2.7141032e-05
"JUNB","THRAP3",2.7111904e-05
"ETS2","ALAS1",2.7043627e-05
"IRF2","MDM2",2.6990272e-05
"IRF2","RPL21",2.6977455e-05
"JUNB","LIPA",2.6960943e-05
"JUNB","PSMD6",2.6940766e-05
"IRF2","PSMB5",2.686339e-05
"JUNB","CHD7",2.6847947e-05
"ETS2","TYROBP",2.6801647e-05
"RUNX1","PREB",2.6774489e-05
"JUNB","CCL3",2.676872e-05
"JUNB","NAPSA",2.6693062e-05
"ETS2","MGST3",2.6663241e-05
"AHR","RNASE6",2.6632466e-05
"RUNX1","UBE2K",2.6618376e-05
"JUNB","GRN",2.65893e-05
"IRF2","MAPK3",2.6583115e-05
"RUNX1","SERTAD2",2.6578426e-05
"ETS2","ANXA3",2.6557951e-05
"RUNX1","SAMHD1",2.652449e-05
"AHR","TBXAS1",2.6482134e-05
"JUNB","MRPL20",2.6459838e-05
"HIF1A","EHMT1",2.6396077e-05
"JUNB","PER1",2.637509e-05
"RUNX1","CTSS",2.6294474e-05
"IRF2","ANXA5",2.6278556e-05
"IRF2","DENND4A",2.6246576e-05
"JUNB","SERPINB6A",2.6223732e-05
"ETS2","COPS5",2.6151583e-05
"RUNX1","SDHC",2.6144973e-05
"JUNB","SLC25A5",2.607262e-05
"IRF2","DUSP1",2.6063322e-05
"NFKB1","NCF4",2.6050351e-05
"JUNB","SLC3A2",2.6002e-05
"JUNB","RPL41",2.5989408e-05
"IRF2","COMMD4",2.5984054e-05
"JUNB","PGK1",2.5981355e-05
"IRF2","SKAP2",2.5980213e-05
"JUNB","MAPK14",2.5978654e-05
"RUNX1","NDUFB5",2.5978457e-05
"IRF2","GSTO1",2.5950278e-05
"IRF2","ZBTB8OS",2.5903792e-05
"RUNX1","UQCRC1",2.5883348e-05
"JUNB","SPP1",2.5879152e-05
"JUNB","BIN1",2.5816247e-05
"RUNX1","CHD1",2.5795944e-05
"RUNX1","TBRG1",2.5707728e-05
"RUNX1","COMMD1",2.567524e-05
"IRF2","TBCB",2.5669438e-05
"ETS2","P2RY14",2.5661924e-05
"IRF2","CD47",2.5579608e-05
"RUNX1","M6PR",2.5548161e-05
"EGR2","TRIM30A",2.5510888e-05
"JUNB","RAB11A",2.5493036e-05
"JUNB","ITGAX",2.5450792e-05
"EGR2","CD84",2.5447613e-05
"JUNB","MEF2A",2.5416375e-05
"HIF1A","TLR4",2.531625e-05
"NFKB1","PDIA3",2.5274952e-05
"JUNB","KDM5A",2.5201207e-05
"RUNX1","EWSR1",2.5199404e-05
"JUNB","SIN3B",2.5192678e-05
"RUNX1","HMGN2",2.5189049e-05
"JUNB","HIF1A",2.5167848e-05
"HIF1A","CNOT8",2.5167032e-05
"EGR2","IFITM3",2.5151676e-05
"ETS2","DEGS1",2.5103895e-05
"EGR2","MRPL42",2.50975e-05
"EGR2","COX7C",2.5075204e-05
"IRF2","SEPT7",2.5061818e-05
"JUNB","UBE2K",2.503967e-05
"IRF2","CTSA",2.5018451e-05
"IRF2","UBP1",2.5000923e-05
"RUNX1","ATP6V0B",2.498893e-05
"ETS2","TMEM128",2.4924884e-05
"IRF2","TREX1",2.4918278e-05
"JUNB","TUBA1C",2.489723e-05
"ATF3","RNASE6",2.4830888e-05
"JUNB","EIF3I",2.4795512e-05
"JUNB","RPS27",2.4753765e-05
"HIF1A","PLIN2",2.474437e-05
"RUNX1","MRPL42",2.472029e-05
"ETS2","TLR4",2.4654131e-05
"JUNB","LAMP1",2.4649476e-05
"IRF2","CYBA",2.4590592e-05
"JUNB","PDIA3",2.4588106e-05
"ETS2","CLEC4A2",2.456905e-05
"JUNB","SUMO1",2.4553288e-05
"JUNB","CDC42",2.4492974e-05
"ETS2","RNF13",2.4446837e-05
"JUNB","NINJ1",2.4385949e-05
"JUNB","HMGA1",2.4306939e-05
"RUNX1","SP100",2.4295654e-05
"HIF1A","DPF2",2.4273442e-05
"IRF2","NPTN",2.4272425e-05
"HIF1A","ZEB2",2.42283e-05
"IRF2","NR3C1",2.4194613e-05
"ETS2","ERP29",2.4143028e-05
"HIF1A","NAPSA",2.4119901e-05
"JUNB","SMARCB1",2.4111989e-05
"HIF1A","SRRM1",2.4071624e-05
"RUNX1","TREM2",2.4063587e-05
"IRF2","SRSF2",2.4056842e-05
"RUNX1","PDCD10",2.4042189e-05
"NFKB1","TOMM5",2.3891178e-05
"ETS2","ITM2B",2.383029e-05
"HIF1A","MT2",2.3798357e-05
"IRF2","EIF5B",2.3746963e-05
"EGR2","LGALS3BP",2.374205e-05
"EGR2","SP100",2.3715098e-05
"JUNB","CSDE1",2.3667042e-05
"IRF2","FOXN2",2.365964e-05
"IRF2","CBFB",2.36519e-05
"ETS2","SNX3",2.357291e-05
"IRF2","RBM39",2.3456794e-05
"JUNB","CLEC4A3",2.3428716e-05
"RUNX1","TARDBP",2.3424805e-05
"IRF2","KDM5A",2.3394554e-05
"JUNB","KLF10",2.3367062e-05
"IRF2","TOB1",2.331173e-05
"RUNX1","PMP22",2.32892e-05
"JUNB","PSMB5",2.3276809e-05
"RUNX1","COX7C",2.3276521e-05
"RUNX1","PSMA3",2.3237219e-05
"JUNB","LMO4",2.3188186e-05
"ETS2","MRPL27",2.311991e-05
"IRF2","VIM",2.311795e-05
"HIF1A","CTSC",2.3034105e-05
"ETS2","HK2",2.3017283e-05
"ETS2","IAH1",2.2996157e-05
"JUNB","MRPL23",2.2984097e-05
"JUNB","ZEB2",2.2963219e-05
"HIF1A","IRF5",2.2929584e-05
"ETS2","DPYSL2",2.2914957e-05
"ETS2","TRIM30A",2.2893008e-05
"EGR2","GABARAP",2.2861306e-05
"JUNB","PCBD2",2.2812786e-05
"IRF2","PSMA3",2.2645147e-05
"IRF2","CIITA",2.2644024e-05
"EGR2","SDHC",2.2547445e-05
"RUNX1","PSME1",2.2535234e-05
"IRF2","JUP",2.2489698e-05
"JUNB","CTSH",2.247139e-05
"JUNB","SEPT11",2.2437855e-05
"IRF2","NONO",2.239053e-05
"IRF2","LAMP1",2.2360102e-05
"RUNX1","STAT1",2.232207e-05
"IRF2","RASGEF1B",2.2320815e-05
"JUNB","SLFN2",2.2238972e-05
"IRF2","SSU72",2.2202563e-05
"RUNX1","PTS",2.2101123e-05
"RUNX1","PRR13",2.2088521e-05
"IRF2","HMGN2",2.2030921e-05
"RUNX1","NDUFA6",2.1993766e-05
"JUNB","COMMD1",2.1992046e-05
"JUNB","SRSF5",2.193863e-05
"EGR2","SQSTM1",2.1918262e-05
"HIF1A","CASP1",2.1907312e-05
"ETS2","SPCS1",2.1903865e-05
"IRF2","PSMA2",2.1901065e-05
"IRF2","RAB11A",2.1898873e-05
"JUNB","IRF2",2.1897995e-05
"JUNB","SLC2A6",2.1891856e-05
"RUNX1","ATP1B3",2.1872429e-05
"HIF1A","TREM2",2.182126e-05
"ETS2","SSR3",2.1786578e-05
"JUNB","SGK1",2.1769296e-05
"JUNB","ATP5L",2.176855e-05
"JUNB","SLAMF7",2.1743133e-05
"EGR2","BST2",2.1731194e-05
"JUNB","ATP6AP2",2.1693611e-05
"IRF2","LGALS3",2.1684407e-05
"EGR2","ATP1B3",2.163116e-05
"HIF1A","CDC42",2.162454e-05
"IRF2","S100A6",2.1616872e-05
"JUNB","PTPRC",2.159013e-05
"ETS2","PRDX2",2.1585105e-05
"RUNX1","CACYBP",2.1582904e-05
"IRF2","BIN1",2.1539805e-05
"ETS2","SLC15A3",2.1510963e-05
"RUNX1","GLIPR1",2.1479458e-05
"ETS2","TMED2",2.1437445e-05
"RUNX1","AKR1B3",2.1412865e-05
"IRF2","ATP6V1D",2.1325153e-05
"EGR2","MPEG1",2.1324891e-05
"IRF2","CHCHD2",2.1321372e-05
"IRF2","SLC25A5",2.1313039e-05
"HIF1A","ITM2B",2.1301475e-05
"JUNB","TANK",2.1173373e-05
"IRF2","ATF4",2.1144942e-05
"ETS2","CD74",2.1127227e-05
"JUNB","PSME2",2.11261e-05
"HIF1A","MPEG1",2.1106645e-05
"RUNX1","TRIM30A",2.110592e-05
"IRF2","RBBP7",2.1099822e-05
"EGR2","CLEC4N",2.1090125e-05
"IRF2","DAB2",2.1075126e-05
"RUNX1","MT2",2.10555e-05
"JUNB","ABCG1",2.1047248e-05
"RUNX1","BUD31",2.1034986e-05
"ETS2","CNOT8",2.0915111e-05
"RUNX1","FCF1",2.0813713e-05
"IRF2","TRA2B",2.0796593e-05
"ETS2","GBP6",2.073095e-05
"RUNX1","VDAC2",2.0718478e-05
"IRF2","PLAUR",2.0696083e-05
"JUNB","NONO",2.0668806e-05
"IRF2","GMFG",2.066849e-05
"JUNB","AURKAIP1",2.061017e-05
"HIF1A","BST2",2.060675e-05
"JUNB","H2-AB1",2.0586342e-05
"ETS2","TECR",2.0543255e-05
"RUNX1","ARPC4",2.0527626e-05
"ETS2","SIRPB1B",2.0496525e-05
"IRF2","PDCD5",2.0471736e-05
"RUNX1","CNOT6",2.0438301e-05
"JUNB","RILPL2",2.0431382e-05
"IRF2","NFKBIB",2.0425012e-05
"IRF2","CALM1",2.039249e-05
"IRF2","IQGAP1",2.0387804e-05
"IRF2","MEF2A",2.0364914e-05
"ETS2","AP2M1",2.0331594e-05
"EGR2","NDUFB9",2.0303014e-05
"EGR2","SAMHD1",2.028848e-05
"HIF1A","ASAH1",2.0278285e-05
"JUNB","BCL2A1A",2.0263826e-05
"IRF2","FIS1",2.0244066e-05
"JUNB","RAB32",2.018598e-05
"ETS2","CD83",2.0168298e-05
"JUNB","ATP6V0E",2.0166914e-05
"IRF2","ARID1A",2.0129117e-05
"EGR2","ALAS1",2.0112348e-05
"JUNB","ACTR2",2.0092984e-05
"RUNX1","CCT5",2.0088177e-05
"IRF2","ATP6V0D1",2.0057012e-05
"ETS2","ITGB2",2.0032143e-05
"RUNX1","GBP6",2.0009747e-05
"IRF2","ACOT7",2.000284e-05
"HIF1A","IL1A",1.9977637e-05
"ETS2","MPEG1",1.9977353e-05
"JUNB","CHCHD2",1.996798e-05
"EGR2","PSMB9",1.995043e-05
"ETS2","GLRX",1.994731e-05
"JUNB","FOSL2",1.9771333e-05
"IRF2","GOLT1B",1.976383e-05
"JUNB","PSMB8",1.974017e-05
"RUNX1","PSMA7",1.9564524e-05
"JUNB","ATF4",1.951721e-05
"IRF2","CCR1",1.9450652e-05
"IRF2","TCF12",1.944353e-05
"RUNX1","NDUFB9",1.9437228e-05
"ETS2","ITGAX",1.9417088e-05
"IRF2","KRTCAP2",1.9415404e-05
"RUNX1","DNAJC8",1.940078e-05
"RUNX1","SQSTM1",1.9384248e-05
"JUNB","PRDX1",1.937763e-05
"JUNB","XBP1",1.9371848e-05
"IRF2","SERPINB6A",1.9341187e-05
"IRF2","HSPE1",1.9283687e-05
"IRF2","MRPS33",1.9273944e-05
"IRF2","CCL6",1.92706e-05
"RUNX1","CANX",1.926358e-05
"IRF2","RPSA",1.9242501e-05
"IRF2","PRELID1",1.9230156e-05
"RUNX1","SNX2",1.9197467e-05
"HIF1A","ATOX1",1.9166479e-05
"EGR2","NDUFS5",1.9165418e-05
"JUNB","CEBPA",1.9137347e-05
"ETS2","UBE2K",1.9110392e-05
"JUNB","GABARAP",1.909132e-05
"ETS2","SLAMF9",1.9076031e-05
"JUNB","CHMP2A",1.9054523e-05
"JUNB","POLR2A",1.9024656e-05
"IRF2","EWSR1",1.9019755e-05
"ETS2","ASAH1",1.9010671e-05
"EGR2","H2-D1",1.9001192e-05
"JUNB","HDAC1",1.8990431e-05
"ETS2","PRDX6",1.89823e-05
"RUNX1","NDUFA12",1.8916036e-05
"RUNX1","MYL12B",1.8911924e-05
"JUNB","TOB1",1.8897194e-05
"IRF2","IRF4",1.88507e-05
"HIF1A","ATP6V0E",1.8833722e-05
"HIF1A","TUBB6",1.883153e-05
"IRF2","PSMD6",1.8817329e-05
"IRF2","SAT1",1.8756773e-05
"JUNB","CALM1",1.8742112e-05
"RUNX1","RNF149",1.8735482e-05
"JUNB","CD24A",1.87253e-05
"JUNB","SUCLG1",1.8708342e-05
"RUNX1","LGALS3BP",1.8665893e-05
"JUNB","CCDC12",1.866002e-05
"JUNB","TMEM208",1.8610117e-05
"IRF2","SAR1B",1.8609495e-05
"IRF2","GADD45B",1.8586528e-05
"IRF2","NFE2L2",1.8527102e-05
"JUNB","F10",1.85057e-05
"RUNX1","MRPL55",1.849619e-05
"IRF2","PSMA7",1.8479686e-05
"JUNB","PSMA3",1.8459501e-05
"EGR2","SNX2",1.8445846e-05
"IRF2","ATP5K",1.8398516e-05
"IRF2","SERF2",1.8342298e-05
"RUNX1","PDIA3",1.8341581e-05
"JUNB","TOMM22",1.826584e-05
"IRF2","PTP4A2",1.8263056e-05
"HIF1A","TBPL1",1.817656e-05
"JUNB","HSP90B1",1.8133189e-05
